Extracted
Child: Chcesz; Parent: Chcę
Child: Czapla; Parent: Czapla
Child: Duzia; Parent: Duża
Child: Komar; Parent: Komar
Child: Machać; Parent: Machać
Child: Mała; Parent: Mała
Child: Mucha; Parent: Mucha
Child: Pająk; Parent: Pająk
Child: Pan sosiad; Parent: Pan sąsiad
Child: Patelnia; Parent: Patelnia
Child: Ziaba; Parent: Żaba
Child: Ziemby; Parent: Zęby
Child: Wącha; Parent: Wącha
Child: Tamwaj; Parent: Tramwaj
"Child: Siedem, osiem, dziewięć; Parent: Siedem osiem dziewiec"
Child: Aaa kotki dwa; Parent: Aaa kotki dwa
Child: Jeście; Parent: Jeszcze 
Child: Nie teraz; Parent: Nie teraz
Child: Mama ezusa; Parent: Mama Jezusa 
Child: Wujek Witalij; Parent: Wujek o imieniu Witalij
Child: Siatełko; Parent: światełko
Child: Pan ksiondz; Parent: Pan ksiądz
Child: Syjopek; Parent: Syropek
Child: Siecia; Parent: świeca
Child: Wijec; Parent: Widelec
Child: Nóż; Parent: Nóż
Child: Gubasy; Parent: Kiełbasa
Child: Rakieta; Parent: Rakieta
Child: Budują; Parent: Budują
Child: Jedziemy; Parent: Jedziemy 
Child: Amaty; Parent: Armaty
Child: Super; Parent: Super
Child: Dziś; Parent: Dziś
Child: Teras; Parent: Teraz
Child: Inhalaci; Parent: Inhalacje
Child: Duzi odkurzać; Parent: Szczotka od odkurzacza
Child: Lokomokiwa; Parent: Lokomotywa
Child: Sonko; Parent: Słonko
Child: Okej; Parent: Ok
Child: Bałagan; Parent: Bałagan
Child: Sinka; Parent: świnka
Child: Kab; Parent: Krab
Child: Delfin; Parent: Delfin
Child: Dziura; Parent: Dziura
Child: Siań; Parent: Wstań
Child: Pis; Parent: Długopis
Child: O rety! ; Parent: O rety! 
Child: Boto; Parent: Błoto
Child: Budynek; Parent: Budynek
Child: Mot; Parent: Młot
Child: Desejek; Parent: Desejek
Child: Kosz; Parent: Kos
Child: Miki; Parent: Myszka miki
Child: Juuu; Parent: Samolot
Child: Oko; Parent: Oko
Child: Hahusie; Parent: Hahusie( postać z bajki) 
Child: IgiPigi; Parent: Postać z bajki
"Child: Ała; Parent: Zranienie, skaleczenie"
Child: Ania; Parent: Ania
Child: Baja; Parent: Bajka
Child: Banan; Parent: Banan
"Child: Buju; Parent: Bujanie, kolysanie, hustanie "
Child: Buty; Parent: Buty
Child: Bziu ; Parent: Blender
Child: Eoeo; Parent: Pogotowie
Child: Gugu; Parent: Gołąb
Child: Ja; Parent: Ja
Child: Jajo; Parent: Jajko
Child: Kółko; Parent: Koło
Child: Kosia; Parent: Kosz
"Child: Kulu; Parent: Kula, toczenie się, mandarynka, kuleczki "
"Child: Kulu; Parent: Kula, toczenie się, mandarynka, kuleczki "
"Child: Kulu; Parent: Kula, toczenie się, mandarynka, kuleczki "
Child: Lili; Parent: Lilka
Child: Masza; Parent: Masza
Child: Misiu; Parent: Miś
Child: Moje; Parent: Moje
Child: Pasta; Parent: Pasta
Child: Pipi; Parent: śmieciarka
Child: Pupup; Parent: Pępek
Child: Trytyty; Parent: Traktor
Child: Ty; Parent: Ja
Child: Zuziu; Parent: Zuzia
Child: Jest; Parent: Jest
Child: Kluć; Parent: Klucz
Child: Dzicia; Parent: Dzidzia ( niemowlę) 
Child: Kam; Parent: Kamień
Child: Pici; Parent: Pizza
Child: Musia; Parent: Mucha
Child: Maci; Parent: Majtki
Child: Mocil; Parent: Motyl
Child: Blu; Parent: Postać z bajki 
Child: Majci; Parent: Majtki
Child: Motiyl; Parent: Motyl
Child: Daj; Parent: Daj
Child: Kaśk; Parent: Kask
Child: ilk; Parent: Wilk
Child: Liś; Parent: Lis
Child: Ciu ciu ; Parent: Ciuchcia
Child: Jułć; Parent: Żółw
Child: Noć; Parent: Noc 
Child: Pigin; Parent: Pigwin
Child: Juć; Parent: Włącz
Child: Bik; Parent: Byk
Child: Las; Parent: Las
Child: Noć; Parent: Noc
Child: Co; Parent: Co
Child: Masz; Parent: Masz
Child: Ciem; Parent: Chcę
Child: Musik; Parent: Mus
Child: Noś; Parent: Nos
Child: Ucho; Parent: Ucho
Child: Noga; Parent: Noga
Child: Mumłok; Parent: Domek
Child: Nóś; Parent: Nóż
Child: Chuj; Parent: Fuj ( niedobre) 
Child: Dzień; Parent: Dzień
Child: Lić; Parent: Liść
Child: Tam; Parent: Tam
Child: Pan; Parent: Pan
Child: Pani; Parent: Pani
Child: Patik; Parent: Patyk
Child: Dzodzo; Parent: Jojo(postać z bajki) 
Child: Dynia; Parent: Dynia
Child: Maś; Parent: Masz
Child: Puś; Parent: Puść
Child: Tutaj; Parent: Tutaj
Child: Tata; Parent: Tata
Child: Aga; Parent: Ciocia Agata
Child: Ła ła; Parent: Lew
Child: Kroko; Parent: Krokodyl
Child: Baba; Parent: Babcia
Child: Ka; Parent: Piłka
"Child: Koko; Parent: Ptaki, kury"
"Child: Koko; Parent: Ptaki, kury"
Child: Mama; Parent: Mama
Child: Wła ra; Parent: Pies
Child: Gom; Parent: Jedzenie 
Child: By; Parent: Owca
Child: Auto ; Parent: Auto
Child: Mniam; Parent: Pyszne
Child: Be; Parent: Owca
Child: Dada; Parent: Dziadek
Child: Bzzz; Parent: Pszczoła
Child: Go ; Parent: Buty
Child: Dzik; Parent: Dzik
Child: Byk; Parent: Byk
Child: Bobu; Parent: Bóbr
Child: Kopytko; Parent: Kopyto
Child: Nyny; Parent: Smoczek
Child: Kap kap; Parent: Pada deszcz
Child: Gru gru; Parent: Gołąb
Child: Miaum; Parent: Kot
Child: Rak; Parent: Rak
Child: Krab; Parent: Krab
Child: Fee; Parent: Kupa
Child: Sii; Parent: Sikać
Child: Bam; Parent: Zegar
Child: Rak; Parent: Rak
Child: Fafa; Parent: Szafa
Child: Mok; Parent: Motor
Child: Jyż; Parent: Jeż
Child: Liść; Parent: Liść
Child: Niebo; Parent: Niebo
"Child: Fruu; Parent: Samolot, ptak, latać"
"Child: Fruu; Parent: Samolot, ptak, latać"
"Child: Fruu; Parent: Samolot, ptak, latać"
Child: Tu; Parent: Tu
Child: Kań; Parent: Kamień
Child: Tu tu tu; Parent: Słoń
Child: Trzy; Parent: Trzy
Child: Sześć; Parent: Sześć
Child: Pi pi; Parent: Mysz
Child: Koniec; Parent: Koniec
Child: Fafa; Parent: Szafa
Child: Lis; Parent: Lis
Child: Emu; Parent: Emu
Child: Łew; Parent: Lew
Child: Kak; Parent: Krzak
Child: Pak; Parent: Ptak
Child: Kucze; Parent: Klucze
Child: Cheb; Parent: Chleb
Child: Kama; Parent: Karma
Child: Nie działa; Parent: Nie działa
Child: Ucho; Parent: Ucho
Child: Miś; Parent: Miś
Child: Piłka; Parent: Piłka
Child: Hamak; Parent: Hamak
Child: Misio; Parent: Miś
Child: Nic; Parent: Nos
Child: Boło; Parent: Czoło
Child: Kośc; Parent: Kość
Child: Hipo; Parent: Hipopotam
Child: Pojechało; Parent: Pojechało
Child: Leci; Parent: Leci
Child: Pojechało; Parent: Pojechało
Child: Leci; Parent: Lata
Child: Boli; Parent: Boli
Child: Kakao; Parent: Kakao
Child: Topa; Parent: Stopa
Child: Olano; Parent: Kolano
Child: Łyszka; Parent: Łyżka
Child: Ksesło; Parent: Krzeszło
Child: Lampa; Parent: Lampa
Child: Ogon; Parent: Ogon
Child: Chlimak; Parent: ślimak
Child: Mruku; Parent: Mrówka
Child: Chlimak; Parent: ślimak
Child: Waka; Parent: Ważka
Child: Pić; Parent: Pić
Child: Choddź; Parent: Choddź
Child: Kochano; Parent: Kolano
Child: Kochanie; Parent: Kochanie
Child: Kochamy się; Parent: Kochamy się
Child: Dziękuję; Parent: Dziękuje
Child: Spadło; Parent: Spadło
Child: Ponicylijny; Parent: Radiowóz
Child: Taksi; Parent: Taxi
Child: Bartek; Parent: Bartek
Child: Maciek; Parent: Maciek
Child: Ujek; Parent: Wujek
Child: Ajołek; Parent: Anioł
Child: Chrupek; Parent: Chrupek
Child: Popatrz; Parent: Popatrz
Child: Pająk; Parent: Pająk
Child: Dzietczynka; Parent: Dziewczynka
Child: Pająk; Parent: Pająk
Child: Spadło; Parent: Spadło
Child: Koparka; Parent: Koparka
Child: Taktor; Parent: Traktor
Child: Samolot; Parent: Samolot
Child: Sikopter; Parent: Helikopter
Child: Koparka; Parent: Koparka
Child: Am; Parent: Jedzenie
Child: Bam; Parent: Jak coś upada
"Child: Tam; Parent: Pokazuje gdzie coś jest i mówi ""tam"""
Child: Nasladuje szczekanie; Parent: Jak pokazuje palcem na psa
Child: Huhuhu; Parent: Szczekanie
Child: Uuuuuu; Parent: Muczenie
Child: Huhuh; Parent: Pies
Child: Muuuuu; Parent: Krowa 
Child: Ijao; Parent: Z piosenki i koń
Child: Chrrrchrrr; Parent: świnia
Child: Hohohohi; Parent: Sowa
Child: Brrr; Parent: Auto
Child: świ świ; Parent: Ćwir ćwir jak ptaszek
Child: Nie - słowo; Parent: Nie
Child: Ciuch ciuch; Parent: Pociąg 
Child: Chce; Parent: Chce
Child: Jesce; Parent: Jeszcze
Child: Misio; Parent: Miś
Child: Piesio; Parent: Pies
Child: Mniam; Parent: Jedzenie
Child: Serce; Parent: Serce
Child: Ciociu; Parent: Ciocia w zlobku
Child: Kto to; Parent: Kto to
Child: Dziadzio; Parent: Dziadek
Child: Nana; Parent: Banan
Child: Ijeije; Parent: Muzyka
Child: Mama; Parent: Mama
Child: Tata; Parent: Tata
Child: Aa; Parent: Spać
Child: Mniam; Parent: Jedzenie
Child: Auuuu; Parent: Wilk
Child: Auto; Parent: Auto
Child: Wąsi; Parent: Wąsy
Child: Koko; Parent: Kura
Child: Kuki; Parent: Kurki
Child: Husiu; Parent: Huśtanie
Child: Buti; Parent: Buty
Child: Adaś; Parent: Adaś
Child: Adam; Parent: Adam
Child: Kawa; Parent: Kawa
Child: Tatuś; Parent: Tata
Child: Daj; Parent: Daj
Child: Golas; Parent: Golas
Child: Ide; Parent: Idę 
Child: Choć; Parent: Choddź
Child: Mamuś; Parent: Mama
Child: Jeść; Parent: Jeść 
Child: Dzisiaj; Parent: Dzisiaj
Child: Mam; Parent: Mam
Child: Chlap; Parent: Chlapać
Child: Wuda; Parent: Woda
Child: Serek; Parent: Serek
Child: Bruda; Parent: Broda 
Child: Amelka; Parent: Jej imię 
Child: Koło; Parent: Koło
Child: Mówka; Parent: Mrówka
Child: Cioło; Parent: Czoło
Child: Ser; Parent: Ser
Child: Abuś; Parent: Arbuz
Child: Pić; Parent: Chce pić
Child: Okujaly; Parent: Okulary
Child: Tańczymy; Parent: Tańczymy 
Child: Masz; Parent: Masz
Child: Pociąg; Parent: Pociąg
Child: Inne; Parent: Inne
Child: Siadaj; Parent: Siadaj
Child: Petka; Parent: Skarpetka
Child: Chcesz; Parent: Chcesz
Child: Kółko; Parent: Kółko
Child: Raz; Parent: Raz
Child: Dwa ; Parent: Dwa
Child: Ći; Parent: Trzy
Child: Ćtery; Parent: Cztery
Child: Pieć; Parent: Pięć 
Child: Moczek; Parent: Smoczek
Child: Iku; Parent: Siku
Child: Klusze; Parent: Klucze
Child: Meko; Parent: Mleko
Child: Mucha; Parent: Mucha
Child: Fajnie; Parent: Fajnie
Child: Piłka; Parent: Piłka
Child: Pać; Parent: Patrz
Child: Musik; Parent: Mus owocowy
Child: Boli; Parent: Boli
Child: Spinka; Parent: Spinka
Child: Posze; Parent: Proszę
Child: Pika; Parent: Piłka
Child: Kwiatek; Parent: Kwiatek
Child: Nianek; Parent: Janek 
Child: Majek; Parent: Marek
Child: Anja; Parent: Ania
Child: Ogólek; Parent: Ogórek
Child: Pupa; Parent: Pupa
Child: Pupa; Parent: Pupa
Child: Konik; Parent: Konik
Child: Gosia; Parent: Gosia
Child: Ide; Parent: Idę
Child: Goście; Parent: Goście
Child: Oś; Parent: Choddź
Child: Gesi; Parent: Gęsi
Child: Dinia; Parent: Dynia
Child: Julek; Parent: Julek
Child: Leti; Parent: Leti kolezanka ze zlobka
Child: Kuk; Parent: Kruk
Child: Osiołek; Parent: Osiołek
Child: Ziegar; Parent: Zegar
Child: Komin; Parent: Komin
Child: Kluk; Parent: Kruk
Child: Gę gę; Parent: Ddźwięk gęsi
Child: Kra kra; Parent: Ddźwięk kruka
Child: Petki; Parent: Skarpetki
Child: Ukać; Parent: Szukać
Child: Siamolok; Parent: Samolot
Child: Obok; Parent: Obok
Child: Połuś; Parent: Połóż
Child: Inka; Parent: Dziewczynka
Child: Kamik; Parent: Kamyk
Child: Lampki; Parent: Lampki 
Child: Mieci; Parent: śmieci
Child: Dino; Parent: Dino imię maskotki
Child: Plosie; Parent: Proszę
Child: Lody; Parent: Lody
Child: Pomuś; Parent: Pomóż
Child: Niose; Parent: Niosę
Child: Kololy; Parent: Kolory
Child: Komin; Parent: Komin
Child: Domek; Parent: Domek
Child: Wiesza; Parent: Wieża
Child: Leżi; Parent: Leży
Child: Dziewo; Parent: Drzewo
Child: Motol; Parent: Motor
Child: Duzio; Parent: Dużo
Child: Kotek; Parent: Kotek
Child: Tsyma; Parent: Trzyma
Child: Sama; Parent: Sama
Child: Moje; Parent: Moje
Child: Zdjęsie; Parent: Zdjęcie 
Child: Usiek; Parent: Uśmiech
Child: Susiuło się; Parent: Zepsuło się
Child: Gusik; Parent: Guzik
Child: Kolano; Parent: Kolano
Child: Abuś; Parent: Arbuz
Child: śimak; Parent: ślimak
Child: Sybko; Parent: Szybko
Child: Kocham ; Parent: Kocham
Child: Kochanie; Parent: Kochanie
Child: Jedzie; Parent: Jedzie
Child: śiąta; Parent: Sprząta
Child: Zielony; Parent: Zielony
Child: Kojol; Parent: Kolor
Child: Ciapka; Parent: Czapka
Child: Nioga; Parent: Noga 
Child: Siesdzialnia; Parent: Zjeżdżalnia
Child: Huśtawka; Parent: Huśtawka
Child: Lisek; Parent: Lisek
Child: Żiabka; Parent: Żabka
Child: Gzibki; Parent: Grzybki
Child: Plaśtelek; Parent: Plasterek
Child: Klejka; Parent: Naklejka
Child: Ćwiczyć; Parent: Ćwiczyć
Child: Motoj; Parent: Motor
Child: Pojechal; Parent: Pojechał
Child: Idzie; Parent: Idzie
Child: Duziom; Parent: Dużą
Child: Siukaj; Parent: Szukaj
Child: Siukać; Parent: Szukać
Child: Już; Parent: Już
Child: Teraz ; Parent: Teraz
Child: Abece; Parent: ABC
Child: Szulka; Parent: Koszulka
Child: śiwki; Parent: śliwki
Child: Cukinia; Parent: Cukinia
Child: śtatek; Parent: Statek
Child: Babcia; Parent: Babcia
Child: Dziadek; Parent: Dziadek
Child: Idą; Parent: Idą
Child: Lisek; Parent: Lisek
Child: Nuś; Parent: NóŻ
Child: Domek; Parent: Domek
Child: śpziątamy; Parent: Sprzątamy
Child: Rysować; Parent: Rysować
Child: Lisek; Parent: Lisek
Child: Popacz; Parent: Popatrz
Child: Cimaj; Parent: Trzymaj
Child: Konik; Parent: Konik
Child: śpacierek; Parent: Spacerek
Child: Nienia; Parent: Do widzenia
Child: Gofly; Parent: Gofry 
Child: Fasiola; Parent: Fasola
Child: Okuszek; Parent: Okruszek
Child: Loki; Parent: Loki
Child: Włoncić; Parent: Włączyć
Child: Sibko; Parent: Szybko
Child: Dalej; Parent: Dalej
Child: Isienki; Parent: Piosenki
Child: Jedzonko; Parent: Jedzonko
Child: Doble; Parent: Dobre
Child: Pojechał; Parent: Pojechał
Child: Smakuje; Parent: Smakuje
Child: Klejki; Parent: Naklejki
Child: Halinka; Parent: Halinka
Child: Aga; Parent: Aga
Child: Agnieśka; Parent: Agnieszka
Child: Emil; Parent: Emil
Child: Wujek; Parent: Wujek
Child: Ciocia; Parent: Ciocia
Child: Ziółty; Parent: Żółty
Child: Ciarny; Parent: Czarny 
Child: Zupa; Parent: Zupa
Child: Fasola; Parent: Fasola
Child: Tlan; Parent: Kręć 
Child: Mama; Parent: Mama
Child: Baba; Parent: Baba
Child: Dziadzia; Parent: Dziadzia
Child: Ja; Parent: Ja
Child: Tam; Parent: Tam
Child: Tu; Parent: Tu
Child: Kuku; Parent: Kuku
Child: Pisu; Parent: Rysowanie 
Child: Kum kum; Parent: Żabka 
Child: Ci ci ; Parent: Kotek
Child: Fe; Parent: Kupka
Child: AM AM ; Parent: Jedzenie
Child: Papa; Parent: Papa
Child: Tak; Parent: Tak
Child: Nie; Parent: Nie
Child: Hauhau; Parent: Piesek
Child: Brum brum; Parent: Auto
Child: Mi; Parent: Miś
Child: Nu nu; Parent: Nie
Child: Nu; Parent: Noz 
Child: Tlon; Parent: Tron=nocnik
Child: Pilo; Parent: Pilot
Child: Sece; Parent: Serce
Child: Bawo; Parent: Brawo
Child: Kap kap; Parent: Deszcz
Child: Ciocia; Parent: Ciocia
Child: Ser; Parent: Ser
Child: Cycy; Parent: Piers
Child: Kaczka; Parent: Kaczka
Child: Kuku ; Parent: Kukułka 
Child: Uhu; Parent: Sowa 
Child: Daj; Parent: Proszę 
Child: Plo; Parent: Pilot
"Child: Tan tan; Parent: Piosenki, tanczenie"
"Child: Tan tan; Parent: Piosenki, tanczenie"
Child: Bebi; Parent: Widelec
Child: Jesce; Parent: Jeszcze
Child: Mlam; Parent: Makaron
Child: Dzidzi; Parent: Dziecko
Child: Dom; Parent: Dom
Child: Pi; Parent: Picie
Child: Pija; Parent: Piłka
Child: Dinda; Parent: Winda
Child: Sam; Parent: Sam 
Child: Pie; Parent: Pies
Child: Pi; Parent: Pij
Child: Miś; Parent: Miś
Child: Plucha; Parent: Pielucha
Child: O no; Parent: O nie
Child: Pies; Parent: Pies
Child: Papla; Parent: Skarpetka
Child: Aga; Parent: Uwaga
Child: Mami; Parent: Mama
Child: Babi; Parent: Babcia
Child: Sam; Parent: Sam
Child: Dom; Parent: Dom
Child: Tań; Parent: Wstań
Child: Oko; Parent: Oko
Child: No; Parent: Nos
Child: Jesce; Parent: Jeszcze
Child: Choś; Parent: Choddź 
Child: Sieddź; Parent: Sieddź
Child: Miko; Parent: Mikołaj 
Child: Plosze; Parent: Proszę 
Child: Kuje; Parent: Dziękuję 
Child: Kołaj; Parent: Mikołaj 
Child: Mamuś; Parent: Mama
Child: Tatuś; Parent: Tata
Child: Jesce; Parent: Jeszcze
Child: Sieddź ; Parent: Sieddź 
Child: Picie; Parent: Picie
Child: Kot; Parent: Kot
Child: Jes; Parent: Jeż 
Child: Geś; Parent: Geś 
Child: Bok; Parent: Bąk
Child: Pupa; Parent: Pupa
Child: Buzia; Parent: Buzia
Child: Koka; Parent: Foka
Child: Ningłim; Parent: Pingwin
Child: Galnek; Parent: Garnek
Child: Je; Parent: Je
Child: Łak; Parent: Rak
Child: Mama; Parent: Mama
Child: Miś; Parent: Miś
Child: Tata; Parent: Tata
Child: Nie; Parent: Nie
Child: Tak; Parent: Tak
Child: Nie ma; Parent: Nie ma czegoś lub kogoś. Coś się skończyło.
Child: Tam; Parent: Tam. Chce iść tam. Pójddź ze mną tam.
Child: Muu; Parent: Krowa
"Child: Mieć; Parent: śmieć, śmierci"
"Child: Bam; Parent: Coś upadło,, spadło. Ale też piłka. Odbijanie piłki"
Child: Mocie; Parent: Smoczek
Child: Noś; Parent: Nos
Child: Oho; Parent: Oko
Child: Uhio; Parent: Ucho
Child: Bwi; Parent: Brwi
Child: Tu tu; Parent: Pociąg
Child: Tu tu; Parent: A kuku. W zabawie chowam się pod kocykiem wychodzę i wołam a kuku.
Child: Pi; Parent: śpi
"Child: Bum bum; Parent: Samochód, jedzie"
"Child: Bum bum; Parent: Samochód, jedzie"
Child: Mo; Parent: Motyl
Child: świ; Parent: świnia
Child: Miau; Parent: Kotek
Child: Hau hau; Parent: Pies
Child: Buti; Parent: Buty
Child: Uhu; Parent: Sowa
Child: Iha; Parent: Koń
Child: Mee; Parent: Owca
Child: Ba; Parent: Balon
Child: Bzi bzi; Parent: Pszczoła
Child: Pepek; Parent: Pępek
Child: Mokłe; Parent: Mokre
Child: Tot; Parent: Kot
Child: Toń; Parent: Koń
Child: Op op; Parent: Hop hop podskakiwać
Child: Oć; Parent: Choddź
Child: Tań; Parent: Wstań
Child: Fieci; Parent: świeci
Child: Pieś; Parent: Pies
Child: Maja; Parent: Maja
Child: Mika; Parent: Myszka
Child: Oć; Parent: Choddź ze mną
Child: Milka; Parent: Emilka
Child: Oć; Parent: Choddź
Child: Tań; Parent: Wstań
Child: Tok; Parent: Kot
Child: Maka; Parent: Małpka
Child: Jeś; Parent: Jeż
Child: Pam; Parent: Pan
Child: Moje; Parent: Moje
Child: Dziaba; Parent: Żaba
Child: Bam; Parent: Spadło
Child: Kupa; Parent: Kupa
Child: Buka; Parent: Bułka
Child: Łoda; Parent: Woda
"Child: Je; Parent: Je, np tata je"
Child: Meko; Parent: Mleko
Child: Buti; Parent: Buty
Child: Ciapa; Parent: Czapka
Child: Fieci; Parent: świeci
Child: Nika; Parent: Choinka
Child: Niek; Parent: śnieg
Child: Tu tu; Parent: Słoń
Child: Kic kic; Parent: Zając
Child: Topa; Parent: Stopa
Child: Nogia; Parent: Noga
Child: Olo; Parent: Olek
Child: Tosi; Parent: Tosia
Child: Inka; Parent: Choinka
Child: Batka; Parent: Herbatka
"Child: Pić; Parent: Pić, chcę pić"
Child: Pałeł; Parent: Paweł
Child: Dita; Parent: Edyta
Child: Tosi; Parent: Tosia
Child: Pinie; Parent: Płynie
Child: Noga; Parent: Hulajnoga
Child: Ławo; Parent: Brawo
Child: Piku piku; Parent: Pyk pyk
Child: Bune; Parent: Brudne
Child: Bisia; Parent: Gabrysia
Child: Nie ma; Parent: Nie ma
"Child: Dzieci; Parent: Dzieci, dziecko, żłobek"
Child: Tutaj; Parent: Tutaj
Child: Jeż; Parent: Jeż
Child: Buła; Parent: Bulka
Child: Tuta; Parent: Pociąg
Child: Baba.; Parent: Babcia
Child: Baba; Parent: żaba
Child: Huha; Parent: Sowa
Child: Jeszcze; Parent: Jeszcze
Child: Mi; Parent: Miś
Child: My; Parent: Mysz
Child: Pupa; Parent: Pupa
Child: Tam; Parent: Tam
Child: Jesze; Parent: Jeszcze
Child: Hau hau; Parent: Pies
Child: Tata; Parent: Tata
Child: Miau; Parent: Kot
Child: Beeee beeee; Parent: Owca
Child: Meee meeee; Parent: Koza
Child: A a a; Parent: Małpa
Child: Muuuuu; Parent: Krowa
Child: Tu tu tu; Parent: Słoń
Child: Bum bum; Parent: Auto
Child: Tik ta; Parent: Zegar
Child: Mama; Parent: Mama
Child: Hu hu; Parent: Sowa
Child: O-o; Parent: Coś się stało
Child: Aaaa; Parent: Ryczeć
Child: Aaaaa; Parent: Lew
Child: Szu szu; Parent: Miotła
Child: Tu tu; Parent: Pociąg
Child: Łaaaaaa; Parent: Podziw
Child: Io io; Parent: Karetka
Child: Kokoko; Parent: Kura
Child: Nie; Parent: Nie
Child: Mniam; Parent: Jedzenie
Child: Paa paa; Parent: Picie mleka
Child: Bam; Parent: Upadek
Child: Ty; Parent: Określenie na niego samego
Child: To; Parent: To
Child: Oko; Parent: Oko
Child: Pi pi pi; Parent: Mysz
Child: Nie ma; Parent: Nie ma
Child: Tam; Parent: Tam
Child: Zupa; Parent: Zupa
Child: Fa fa; Parent: żyrafa
"Child: Kaszka; Parent: śniadanie, kaszka"
Child: żaba; Parent: żaba
Child: Tak; Parent: Tak
Child: Koń; Parent: Koń
Child: Pa pa; Parent: Do widzenia
Child: Uuu; Parent: Lecący samolot
Child: Ja; Parent: Na siebie
Child: Koło; Parent: Koło 
Child: Koke; Parent: Kotek
Child: Tutu; Parent: Słoń 
Child: Mijo; Parent: Misio
Child: Buła; Parent: Buzia
Child: Ciacia; Parent: Ciach ciach
Child: Kaja; Parent: Kawa
Child: Koji; Parent: Mleko 
Child: Biba; Parent: Ryba
Child: Kołka; Parent: Sikorka
Child: Cita; Parent: Czyta
Child: Pape; Parent: Pastę (do zębów) 
Child: Tam; Parent: Tam
Child: Banana; Parent: Banana (chcę) 
Child: Aja; Parent: Franek - brat
Child: Gumka; Parent: Gumka
Child: Czeć; Parent: Cześć 
Child: Mama; Parent: Mama
Child: Tata; Parent: Tata
Child: Baba; Parent: Babcia
Child: Dziedzia; Parent: Dziadziuś 
Child: Ama; Parent: Jedzenie 
Child: Ma; Parent: Masz
Child: Kra kra; Parent: Kra kra
Child: Ucha; Parent: Ucho
Child: Cieci; Parent: świeci
Child: Zzz; Parent: Owad (bzyczacy) mucha lub biedronka
Child: Zzz; Parent: Owad (bzyczacy) mucha lub biedronka
Child: Zzz; Parent: Owad (bzyczacy) mucha lub biedronka
Child: Koja; Parent: Okulary
Child: Ne; Parent: Nie
Child: Ta; Parent: Tak
Child: Baba; Parent: Żaba 
Child: Opa; Parent: Opa (skakać lub do góry) 
Child: Opa; Parent: Opa (skakać lub do góry) 
Child: Ciu ciu; Parent: Pociąg 
Child: Sece; Parent: Serce
Child: Bambam; Parent: Piłka 
Child: Ne ma; Parent: Nie ma
Child: Sej; Parent: Ser
Child: Genka; Parent: Grażynka (nasz odkurzacz) 
Child: Top; Parent: Stop
Child: Oć; Parent: Choddź 
Child: Sońce; Parent: Słońce 
Child: Tuptup; Parent: Tuptup
Child: Benc; Parent: Bęc
Child: Badza; Parent: Baza
Child: Pampa; Parent: Pompa
Child: Kapka; Parent: Czapka 
Child: Inka; Parent: Choinka
Child: Kok; Parent: Kot
Child: Mać; Parent: Masz
Child: Goja; Parent: Gorące 
Child: Monie; Parent: Mokre
Child: Sońce; Parent: Słońce 
Child: Jiba; Parent: Ryba
Child: Dzieńcio; Parent: Dzięcioł 
Child: Dua; Parent: Duża 
Child: Kukuk; Parent: Kogut
Child: Pempem; Parent: Pępek
Child: Sponie; Parent: Spodnie 
Child: Dżem ; Parent: Dżem 
Child: Kapka; Parent: Skarpetki 
Child: Mone; Parent: Mokre
Child: Pacy; Parent: W pracy
Child: Enka; Parent: Ręka 
Child: Uczy; Parent: Uszy
Child: Popkom; Parent: Popcorn
Child: Dzi; Parent: Drzwi
Child: Goja; Parent: Golas
Child: Dzidziuś ; Parent: Dzidziuś
Child: Cioło; Parent: Czoło 
Child: Pecy; Parent: Plecy
Child: Moka; Parent: Mokra
Child: Kopkoj; Parent: Popcorn 
Child: Mój ; Parent: Ja (kto to zrobił?) 
Child: Top; Parent: Stop
Child: Pimpin; Parent: Pingwin 
Child: Muke; Parent: Malutkie
Child: Ciupu; Parent: Ketchup
Child: Keje; Parent: Kleję się 
Child: Tole; Parent: Na stole
Child: Koj; Parent: Koń 
Child: Tato; Parent: Traktor
Child: Kukukuku; Parent: Kukuryku 
Child: Dzieło; Parent: Drzewo
Child: Dajej; Parent: Dalej
Child: Kem; Parent: Krem
Child: Meko; Parent: Mleko
Child: Samos; Parent: Samolot 
Child: Gojas; Parent: Golas 
Child: Kopa; Parent: Koparka
Child: Meko; Parent: Mleko
Child: Pute; Parent: Puste
Child: Siukam; Parent: Szukam
Child: Puczaj; Parent: Puszczaj
Child: O bodze; Parent: O Boże 
Child: Sepsuł sie; Parent: Zepsuł się 
Child: Samos ; Parent: Samolot
Child: Kakać; Parent: Skakać 
Child: Menko; Parent: Mydełko 
Child: Ciepo; Parent: Ciepło 
Child: Koć; Parent: Koc
Child: Jeś; Parent: Jest
Child: Dziaba; Parent: Żaba 
Child: Patyk; Parent: Patyk
Child: Dżebyk; Parent: Grzebyk
Child: Moco; Parent: Mocno
Child: Bonk; Parent: Bąk
Child: Ołoć; Parent: Owoc
Child: Piesek; Parent: Piesek
Child: Ogon; Parent: Ogon
Child: Dluki; Parent: Drugi
Child: Odaj; Parent: Oddaj
Child: Mucha; Parent: Mucha 
Child: Sinka; Parent: świnka 
Child: Mece; Parent: Miejsce
Child: Fjanek; Parent: Franek
Child: Wonczy; Parent: Włączy 
Child: Nego; Parent: Innego
Child: Koń; Parent: Koń
Child: Ziaba; Parent: Żaba
